the_geom,cost_estimate,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cartodb_id,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000060D97C52C0000000C0C6564440,600000,0101000020110F0000405B297238675FC10085F35796F05241,40.6779403686523,-73.9507675170898,Brooklyn,A1,ALT 1 Enlargement,321188479,3029771,A1,2915,true,0,3/18/2019,3/17/2020 12:00,1261,PACIFIC STREET,308,XINLI.CONSTRUCTION LLC,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000E01B7952C0000000C0C6564440,1205460,0101000020110F000001EC2C09DE605FC10085F35796F05241,40.6779403686523,-73.8923263549805,Brooklyn,NB,New Building,320912321,3815623,NB,2916,false,8145,8/1/2019,12/28/2019 12:00,2769,FULTON STREET,305,R & S CONSTRUCTION OF NY,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000080147B52C0000000C0C7564440,972360,0101000020110F0000A5F6323137645FC107F8A37697F05241,40.6779708862305,-73.9231262207031,Brooklyn,NB,New Building,321197361,3048266,NB,2917,false,6570,8/2/2019,8/1/2020 12:00,916,HERKIMER STREET,303,NY DYNAMIC CONSTRUCTION C,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000E0E87752C000000060C8564440,5415912,0101000020110F0000943FC190D45E5FC14D44D22998F05241,40.6779899597168,-73.8735885620117,Brooklyn,NB,New Building,321646215,3855064,NB,2918,false,36594,7/8/2019,7/7/2020 12:00,975,LIBERTY AVENUE,305,MARCO PROPERTIES I CORP,RESIDENTIAL: APARTMENT HOUSES,7,41
0101000020E6100000000000402D7952C0000000C0C8564440,1662484,0101000020110F00000D138D8CFB605FC1AA73549598F05241,40.6780014038086,-73.8933868408203,Brooklyn,NB,New Building,321681505,3083220,NB,2919,false,11233,11/15/2019,2/26/2020 12:00,2741,FULTON STREET,305,CITY WIDE BUILDERS GRP IN,RESIDENTIAL: APARTMENT HOUSES,4,10
0101000020E610000000000080887852C000000000C9564440,15519428,0101000020110F00005BF75EB4E35F5FC1E99300DD98F05241,40.6780090332031,-73.8833312988281,Brooklyn,NB,New Building,321193944,3425163,NB,2920,false,104861,4/2/2019,4/1/2020 12:00,315,LINWOOD STREET,305,L & M BUILDERS GROUP LLC,RESIDENTIAL: APARTMENT HOUSES,10,100
0101000020E610000000000020337052C000000000CA564440,200000,0101000020110F00008E4BD4F3BB515FC14F1AB1FB99F05241,40.6780395507812,-73.7531204223633,Queens,A1,ALT 1 Enlargement,421426326,4280009,A1,2921,true,1876,4/24/2019,4/23/2020 12:00,135-11,217TH STREET,413,V.A BUILDERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000A0CB7F52C0000000A0CC564440,586400,0101000020110F00008A498F9D396C5FC1FEA340EC9CF05241,40.6781196594238,-73.9968032836914,Brooklyn,A1,ALT 1 Enlargement,321802395,3008029,A1,2922,true,67,6/25/2019,1/15/2020 12:00,128,3RD PLACE,306,TOP NOTCH BUILDING CONSTR,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040487852C000000000CD564440,3250000,0101000020110F0000C9AEC991765F5FC115E1C2579DF05241,40.6781311035156,-73.8794097900391,Brooklyn,A1,ALT 1 Enlargement,321076223,3342735,A1,2923,true,7372,8/30/2019,4/22/2020 12:00,36,MONTAUK AVENUE,305,LIBERTY ONE CONSTRUCTION,RESIDENTIAL: APARTMENT HOUSES,3,36
0101000020E610000000000040487852C000000000CD564440,3250000,0101000020110F0000C9AEC991765F5FC115E1C2579DF05241,40.6781311035156,-73.8794097900391,Brooklyn,A1,ALT 1 Enlargement,321076232,3342758,A1,2924,true,7424,8/29/2019,4/22/2020 12:00,61,ATKINS AVENUE,305,LIBERTY ONE CONSTRUCTION,RESIDENTIAL: APARTMENT HOUSES,3,42
0101000020E610000000000040487852C000000000CD564440,3250000,0101000020110F0000C9AEC991765F5FC115E1C2579DF05241,40.6781311035156,-73.8794097900391,Brooklyn,A1,ALT 1 Enlargement,321076241,3342743,A1,2925,true,7424,8/30/2019,4/22/2020 12:00,33,ATKINS AVENUE,305,LIBERTY ONE CONSTRUCTION,RESIDENTIAL: APARTMENT HOUSES,3,42
0101000020E610000000000040487852C000000000CD564440,3800000,0101000020110F0000C9AEC991765F5FC115E1C2579DF05241,40.6781311035156,-73.8794097900391,Brooklyn,A1,ALT 1 Enlargement,321076278,3342766,A1,2926,true,9554,8/29/2019,4/22/2020 12:00,819,LIBERTY AVENUE,305,LIBERTY ONE CONSTRUCTION,RESIDENTIAL: APARTMENT HOUSES,3,45
0101000020E6100000000000C0457752C0000000A0CE564440,2633956,0101000020110F00000E50317BBF5D5FC1BDF7A1299FF05241,40.6781806945801,-73.8636322021484,Brooklyn,NB,New Building,301251730,3094511,NB,2927,false,17797,6/28/2019,5/17/2020 12:00,203,FORBELL STREET,305,T&S HOME IMPROVEMENT INC,"ASSEMBLY (CHURCHES, CONCERT HALLS)",3,
0101000020E6100000000000809D8052C000000040D0564440,570000,0101000020110F0000E26AF91B9E6D5FC11A2581FBA0F05241,40.6782302856445,-74.0096130371094,Brooklyn,A1,ALT 1 Enlargement,321189094,3008404,A1,2928,true,779,8/28/2019,8/27/2020 12:00,86,PIONEER STREET,306,VISION BUILD RENOVATION I,BUSINESS,3,1
0101000020E610000000000080208052C000000040D0564440,913900,0101000020110F00008011C1C8C96C5FC11A2581FBA0F05241,40.6782302856445,-74.0019836425781,Brooklyn,NB,New Building,302087122,3005447,NB,2929,false,6175,10/30/2019,2/21/2020 12:00,671,HENRY STREET,306,SUPERB CONSTRUCTION MGT,RESIDENTIAL: APARTMENT HOUSES,4,5
0101000020E6100000000000600A8052C000000040D1564440,504000,0101000020110F0000A455E133A46C5FC1D7E9311AA2F05241,40.6782608032227,-74.0006332397461,Brooklyn,A1,ALT 1 Enlargement,321622375,3005470,A1,2930,true,0,8/2/2019,8/1/2020 12:00,40,FOURTH PLACE,306,RIDGE CONTRACTING CORP,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E610000000000040417052C0000000E0D2564440,572168,0101000020110F0000431AF8F1D3515FC1E63B11ECA3F05241,40.6783103942871,-73.7539825439453,Queens,NB,New Building,421220841,4605193,NB,2931,false,3866,10/27/2019,3/1/2020 12:00,135-15,SPRINGFIELD BLVD,413,KAIETEUR CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040E07852C000000020D7564440,1085996,0101000020110F00008848BCC178605FC16F1B81AEA8F05241,40.6784400939941,-73.8886871337891,Brooklyn,A1,ALT 1 Enlargement,321907086,3087845,A1,2932,true,8432,10/25/2019,12/10/2019 12:00,2868,FULTON STREET,305,GRUPPO 5 SUBPARTNERS INC,MERCANTILE,2,
0101000020E6100000000000601D7B52C000000080D7564440,1095200,0101000020110F0000B8716B4446645FC15F7A031AA9F05241,40.6784515380859,-73.9236679077148,Brooklyn,NB,New Building,321191599,3048063,NB,2933,false,7400,8/23/2019,2/1/2020 12:00,897,HERKIMER STREET,303,ABM CONSTRUCTION 1 INC,RESIDENTIAL: APARTMENT HOUSES,4,7
0101000020E6100000000000C01B7B52C000000080D7564440,1231356,0101000020110F00008E45CD8143645FC15F7A031AA9F05241,40.6784515380859,-73.9235687255859,Brooklyn,A1,ALT 1 Enlargement,321191606,3048062,A1,2934,true,3770,9/4/2019,2/1/2020 12:00,901,HERKIMER STREET,303,ABM CONSTRUCTION 1 INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000A0367B52C000000060DA564440,415000,0101000020110F000036962C2871645FC17C7A4052ACF05241,40.678539276123,-73.9252090454102,Brooklyn,A1,ALT 1 Enlargement,321909048,3048013,A1,2935,true,800,6/19/2019,12/24/2019 12:00,853,HERKIMER ST,303,NYC BUILDING SOLUTIONS CO,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0ED7B52C000000000DB564440,2207124,0101000020110F00004E46ED6CA8655FC1DF2A6F05ADF05241,40.6785583496094,-73.936393737793,Brooklyn,NB,New Building,321124421,3399550,NB,2936,false,14913,6/27/2019,7/13/2020 12:00,516,HERKIMER STREET,303,D & G CONSTRUCTION NY INC,RESIDENTIAL: APARTMENT HOUSES,8,15
0101000020E610000000000080427A52C000000000DB564440,6915448,0101000020110F000098E56D7CD2625FC1DF2A6F05ADF05241,40.6785583496094,-73.9103088378906,Brooklyn,NB,New Building,321244809,3425192,NB,2937,false,46726,7/3/2019,6/15/2020 12:00,48,SOMERS STREET,316,FTIC HOME IMPROVEMENT INC,RESIDENTIAL: APARTMENT HOUSES,7,24
0101000020E610000000000060FB7252C000000000DB564440,20000,0101000020110F0000D59CDFC775565FC1DF2A6F05ADF05241,40.6785583496094,-73.7965927124023,Queens,A1,ALT 1 Enlargement,421667146,4260817,A1,2938,true,512,8/6/2019,8/5/2020 12:00,117-29,144TH STREET,412,N/A,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
0101000020E610000000000060A36E52C000000060DB564440,183300,0101000020110F0000BCD9D5EF144F5FC14F96F170ADF05241,40.6785697937012,-73.7287216186523,Queens,A1,ALT 1 Enlargement,421624166,4277242,A1,2939,true,1220,7/11/2019,4/28/2020 12:00,129-41,BROOKVILLE BOULEVARD,413,KISHAN PLUMBING & HEATING,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000A0C08052C000000060DC564440,1777000,0101000020110F00001988CAC5D96D5FC1BEBAA28FAEF05241,40.6786003112793,-74.0117568969727,Brooklyn,A1,ALT 1 Enlargement,321357232,3008477,A1,2940,true,13341,5/20/2019,5/19/2020 12:00,336,VAN BRUNT STREET,306,CCK CONSTRUCTION LLC,RESIDENTIAL: APARTMENT HOUSES,4,9
0101000020E6100000000000408F7C52C000000060DC564440,5347921,0101000020110F0000F5198489BA665FC1BEBAA28FAEF05241,40.6786003112793,-73.9462432861328,Brooklyn,A1,ALT 1 Enlargement,321673952,3054002,A1,2941,true,44551,10/23/2019,10/22/2020 12:00,1325,ATLANTIC AVENUE,303,W DEVELOPERS CORP,"RESIDENTIAL: HOTELS, DORMITORIES",5,151
0101000020E6100000000000C0A77D52C000000000DE564440,1397712,0101000020110F0000D844A1FE96685FC14EA88261B0F05241,40.6786499023438,-73.9633636474609,Brooklyn,NB,New Building,320613680,3399908,NB,2942,false,9444,8/30/2019,8/29/2020 12:00,755,BERGEN STREET,308,TCS CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000205A7E52C0000000A0DE564440,853812,0101000020110F00006D7087FBC5695FC12E6CB114B1F05241,40.6786689758301,-73.974250793457,Brooklyn,NB,New Building,320624339,3018937,NB,2943,false,5769,1/16/2019,1/14/2020 12:00,106,PROSPECT PLACE,306,K-SQUARE DEVELOPERS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,5,1
0101000020E610000000000020A97D52C0000000A0DE564440,1383208,0101000020110F00009A91895499685FC12E6CB114B1F05241,40.6786689758301,-73.9634475708008,Brooklyn,NB,New Building,320613671,3425059,NB,2944,false,9346,8/30/2019,8/29/2020 12:00,753,BERGEN STREET,308,TCS CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000020AD7D52C000000000DF564440,300000,0101000020110F00002B88E71FA0685FC150E33380B1F05241,40.6786804199219,-73.9636917114258,Brooklyn,A1,ALT 1 Enlargement,321527442,3027955,A1,2945,true,0,8/30/2019,8/7/2020 12:00,747,BERGEN STREET,308,RDT HOME INPROVEMENT CORP,MERCANTILE,2,1
0101000020E6100000000000C0037A52C0000000A0E1564440,825544,0101000020110F00007DD91BE667625FC12247C570B4F05241,40.6787605285645,-73.9064788818359,Brooklyn,NB,New Building,321384266,3423889,NB,2946,false,5578,11/7/2019,11/6/2020 12:00,79,TRUXTON STREET,316,E&M BUILDERS GROUP CORP,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E6100000000000E06F7A52C000000040E2564440,723664,0101000020110F0000A7CA5F8F1F635FC1801EF423B5F05241,40.6787796020508,-73.9130783081055,Brooklyn,A1,ALT 1 Enlargement,320596226,3041862,A1,2947,true,1027,8/7/2019,8/2/2020 12:00,11A,SOMERS STREET,316,NY DYNAMIC CONSTRUCTION C,RESIDENTIAL: APARTMENT HOUSES,4,4
0101000020E610000000000000277E52C0000000E0E2564440,150000,0101000020110F0000ED783E246F695FC139F922D7B5F05241,40.6787986755371,-73.9711303710938,Brooklyn,A1,ALT 1 Enlargement,321556008,3028396,A1,2948,true,73,5/6/2019,4/1/2020 12:00,162,ST. MARKS AVENUE,308,POLER CONTRACTING INC,RESIDENTIAL: APARTMENT HOUSES,4,3
0101000020E6100000000000E0D07752C0000000E0E5564440,686720,0101000020110F000025788DCCAB5E5FC1DC413733B9F05241,40.6788902282715,-73.8721237182617,Brooklyn,NB,New Building,321538797,3428610,NB,2949,false,4640,6/11/2019,4/20/2020 12:00,25,HILL STREET,305,JRS CONSTRUCTION & EXPEDI,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000080CF7752C000000080E6564440,696784,0101000020110F0000632BA576A95E5FC10E3066E6B9F05241,40.6789093017578,-73.8720397949219,Brooklyn,NB,New Building,321310149,3428609,NB,2950,false,4708,6/11/2019,4/20/2020 12:00,27,HILL STREET,305,JRS CONSTRUCTION & EXPEDI,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0167A52C000000020E7564440,1204720,0101000020110F0000023DBFF587625FC1A1219599BAF05241,40.6789283752441,-73.9076309204102,Brooklyn,NB,New Building,321484078,3827143,NB,2951,false,8140,5/2/2019,4/15/2020 12:00,102,SOMERS STREET,316,Y R A DEVELOPMENT CORP,RESIDENTIAL: APARTMENT HOUSES,4,8
0101000020E610000000000080167252C000000020E7564440,500000,0101000020110F000047287703F1545FC1A1219599BAF05241,40.6789283752441,-73.7826232910156,Queens,A1,ALT 1 Enlargement,421671499,4265819,A1,2952,true,1873,7/12/2019,4/30/2020 12:00,160-52,121 AVENUE,412,YAFE MEOD CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0097152C000000080E7564440,529840,0101000020110F000067F118BA28535FC131B41705BBF05241,40.6789398193359,-73.766227722168,Queens,NB,New Building,421242729,4614925,NB,2953,false,3580,7/5/2019,1/23/2020 12:00,130-16,176TH PLACE,412,SINGLA CONCEPTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000A06D7252C000000080E9564440,449375,0101000020110F0000EDCA0D0185555FC13CD67A42BDF05241,40.6790008544922,-73.7879409790039,Queens,A1,ALT 1 Enlargement,421894962,4265266,A1,2955,true,1373,4/8/2019,1/23/2020 12:00,153-28,119TH ROAD,412,SINGLA CONCEPTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000C0467D52C000000020EB564440,298072,0101000020110F000077A9FA3AF2675FC13F7B5B14BFF05241,40.6790504455566,-73.9574432373047,Brooklyn,NB,New Building,300821797,3396075,NB,2956,false,2014,4/30/2019,3/28/2020 12:00,1083,PACIFIC STREET,308,ABY GENERAL CONSTRUCTION,COMMERCIAL BUILDINGS - OLD CODE,1,
0101000020E6100000000000E0CB7C52C000000020ED564440,3781696,0101000020110F0000113BCC8321675FC1A5DBBE51C1F05241,40.6791114807129,-73.9499435424805,Brooklyn,NB,New Building,321628789,3332258,NB,2957,false,25552,8/15/2019,8/14/2020 12:00,570,NOSTRAND AVE,303,TCHORS LLC,RESIDENTIAL: APARTMENT HOUSES,6,25
0101000020E6100000000000605C7E52C000000060F0564440,100000,0101000020110F00001F4BECCDC9695FC1B2A180F5C4F05241,40.6792106628418,-73.9743881225586,Brooklyn,A1,ALT 1 Enlargement,302257830,3018775,A1,2958,true,16397,5/8/2019,5/7/2020 12:00,260,FLATBUSH AVENUE,306,T&S HOME IMPROVEMENT INC,RESIDENTIAL: APARTMENT HOUSES,8,21
0101000020E610000000000020867252C000000060F0564440,351352,0101000020110F00002F51AD9EAE555FC1B2A180F5C4F05241,40.6792106628418,-73.789436340332,Queens,NB,New Building,402661339,4610409,NB,2959,false,2374,10/8/2019,8/20/2020 12:00,119-14,153 STREET,412,SUPER GENERAL CONSTRUCTIO,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E610000000000020867252C000000060F0564440,29304,0101000020110F00002F51AD9EAE555FC1B2A180F5C4F05241,40.6792106628418,-73.789436340332,Queens,NB,New Building,410010161,4610409,NB,2960,false,198,10/8/2019,8/20/2020 12:00,119-14,153 STREET,412,SUPER GENERAL CONSTRUCTIO,STORAGE (LOW HAZARD),1,
0101000020E610000000000080FC7052C0000000A0F1564440,142500,0101000020110F0000EDC0160212535FC15FF2DE5BC6F05241,40.6792488098145,-73.7654113769531,Queens,A1,ALT 1 Enlargement,421318693,4270371,A1,2961,true,2061,6/3/2019,1/23/2020 12:00,130-10,177 STREET,412,SINGLA CONCEPTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000A0E87C52C0000000A0F2564440,229740,0101000020110F00004F977F5952675FC12ED6907AC7F05241,40.6792793273926,-73.9516983032227,Brooklyn,A1,ALT 1 Enlargement,320917969,3053921,A1,2962,true,3924,11/14/2019,11/9/2020 12:00,11,HERKIMER PLACE,303,PRO-H DEVELOPMENT INC,BUSINESS,3,
0101000020E610000000000060BB7A52C0000000A0F2564440,255000,0101000020110F0000B358EDCD9F635FC12ED6907AC7F05241,40.6792793273926,-73.9176864624023,Brooklyn,A1,ALT 1 Enlargement,321311193,3041591,A1,2963,true,2399,9/19/2019,1/9/2020 12:00,86,MACDOUGAL STREET,303,DENNIS GEORGE,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E610000000000080867252C0000000A0F2564440,351352,0101000020110F00004D20BE41AF555FC12ED6907AC7F05241,40.6792793273926,-73.7894592285156,Queens,NB,New Building,402661320,4610406,NB,2964,false,2374,10/8/2019,8/20/2020 12:00,119-12,153 STREET,412,SUPER GENERAL CONSTRUCTIO,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E6100000000000A0087252C0000000A0F3564440,235000,0101000020110F0000FA380972D9545FC199C24299C8F05241,40.6793098449707,-73.7817764282227,Queens,A1,ALT 1 Enlargement,421694919,4265860,A1,2965,true,1148,11/20/2019,1/23/2020 12:00,161-04,121 AVE,412,SINGLA CONCEPTS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000060217852C0000000A0F4564440,50000,0101000020110F00006A7A5089345F5FC1A0B7F4B7C9F05241,40.6793403625488,-73.8770370483398,Brooklyn,A1,ALT 1 Enlargement,302068438,3093168,A1,2966,true,190,6/6/2019,4/19/2020 12:00,285,LOGAN STREET,305,NY GENESIS BUILDERS CORP,RESID. BLDG - OLD CODE,2,2
0101000020E610000000000080DC7152C0000000A0F5564440,105245,0101000020110F0000FAB0A47E8E545FC13DB5A6D6CAF05241,40.679370880127,-73.7790832519531,Queens,A1,ALT 1 Enlargement,421337235,4268333,A1,2967,true,0,5/13/2019,4/10/2020 12:00,163-26,122 AVENUE,412,ROYCE CUSTOM HOMES LTD,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000080158052C0000000A0F6564440,960000,0101000020110F00006DAB7E19B76C5FC174BB58F5CBF05241,40.6794013977051,-74.0013122558594,Brooklyn,A1,ALT 1 Enlargement,321659656,3005333,A1,2968,true,1353,12/27/2018,12/28/2019 12:00,10,THIRD PLACE,306,GAB-CO DESIGN GROUP INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E610000000000080EA7B52C0000000E0F6564440,15787456,0101000020110F000043FE55B1A2655FC15D3E053DCCF05241,40.6794090270996,-73.9361877441406,Brooklyn,NB,New Building,321191214,3426584,NB,2969,false,106672,3/5/2019,3/4/2020 12:00,1620,FULTON ST,303,FULTON STREET BUILDERS LL,RESIDENTIAL: APARTMENT HOUSES,11,103
0101000020E610000000000020787F52C000000080F7564440,512000,0101000020110F000058CE45C8AB6B5FC1F48734F0CCF05241,40.6794281005859,-73.9917068481445,Brooklyn,A1,ALT 1 Enlargement,321830505,3007470,A1,2970,true,589,5/16/2019,4/25/2020 12:00,329,CARROLL STREET,306,EGNATIA CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040C37E52C0000000E0F7564440,99000,0101000020110F0000A7E8448C786A5FC1554FB75BCDF05241,40.6794395446777,-73.9806671142578,Brooklyn,A1,ALT 1 Enlargement,320981844,3019152,A1,2971,true,880,3/29/2019,4/1/2020 12:00,364,BUTLER STREET,306,"TSANG CONSTRUCTION, INC",RESIDENTIAL: APARTMENT HOUSES,4,3
0101000020E6100000000000C06A7D52C0000000E0F8564440,1198800,0101000020110F00009D5448612F685FC1E868697ACEF05241,40.6794700622559,-73.9596405029297,Brooklyn,NB,New Building,301964872,3854305,NB,2972,false,8100,12/5/2018,11/30/2019 12:00,1025,PACIFIC STREET,308,BUSKO REALTY CORP,BUSINESS,1,
0101000020E6100000000000A0137C52C000000080FB564440,493500,0101000020110F0000550D348CE8655FC1F914FD6AD1F05241,40.6795501708984,-73.9386978149414,Brooklyn,A1,ALT 1 Enlargement,321040949,3053859,A1,2973,true,2564,4/21/2019,4/5/2020 12:00,1556,FULTON STREET,303,INTEMETRIC CONSTRUCTION,RESIDENTIAL: APARTMENT HOUSES,5,6
0101000020E6100000000000E0EC7D52C000000020FC564440,2722016,0101000020110F0000EC1111690C695FC170772C1ED2F05241,40.6795692443848,-73.9675827026367,Brooklyn,NB,New Building,320625178,3027918,NB,2974,false,18392,11/15/2019,11/9/2020 12:00,653,BERGEN STREET,308,PRO-H DEVELOPMENT INC,RESIDENTIAL: APARTMENT HOUSES,8,7
0101000020E610000000000020A27F52C000000080FC564440,760000,0101000020110F00005A6BA01FF36B5FC1B94DAF89D2F05241,40.6795806884766,-73.994270324707,Brooklyn,A1,ALT 1 Enlargement,321777109,3007567,A1,2975,true,668,10/7/2019,3/8/2020 12:00,270,CARROLL STREET,306,LEM INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E6100000000000E0277C52C000000080FC564440,10067552,0101000020110F00009ABDBFF10A665FC1B94DAF89D2F05241,40.6795806884766,-73.9399337768555,Brooklyn,NB,New Building,321129792,3425135,NB,2976,false,68024,11/22/2019,1/1/2020 12:00,1520,FULTON STREET,303,PRESS BUILDERS INC,RESIDENTIAL: APARTMENT HOUSES,10,50
0101000020E610000000000040DC7A52C000000080FC564440,2259450,0101000020110F0000389B59A5D7635FC1B94DAF89D2F05241,40.6795806884766,-73.9196929931641,Brooklyn,A1,ALT 1 Enlargement,321646910,3041433,A1,2977,true,8074,10/25/2019,11/1/2020 12:00,244,HOWARD AVE,303,Y&Z DEVELOPERS INC,RESIDENTIAL: APARTMENT HOUSES,4,22
0101000020E6100000000000E02C7C52C000000080FE564440,3770000,0101000020110F0000D131F56F13665FC10CD913C7D4F05241,40.6796417236328,-73.9402389526367,Brooklyn,A1,ALT 1 Enlargement,321169579,3053844,A1,2978,true,12504,12/3/2018,12/27/2019 12:00,1516,FULTON STREET,303,C N S BUILDERS LLC,RESIDENTIAL: APARTMENT HOUSES,7,23
0101000020E610000000000080CC7E52C000000060FF564440,2704848,0101000020110F0000DA328E42886A5FC1D1E0EFC1D5F05241,40.6796684265137,-73.9812316894531,Brooklyn,NB,New Building,321192543,3422370,NB,2979,false,18276,9/28/2019,6/15/2020 12:00,137,4TH AVENUE,306,SOLOMON CONTRACTING LLC,RESIDENTIAL: APARTMENT HOUSES,8,11
0101000020E610000000000000A27D52C00000002001574440,569448,0101000020110F000065324A3A8D685FC11B04A8B7D7F05241,40.6797218322754,-73.9630126953125,Brooklyn,A1,ALT 1 Enlargement,321448787,3027701,A1,2980,true,1433,9/5/2019,9/15/2020 12:00,924,PACIFIC STREET,308,TROY CONSTRUCTION OF NY I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,4,2
0101000020E6100000000000A0A37C52C00000006002574440,510445,0101000020110F0000EFB96A25DD665FC1E208071ED9F05241,40.679759979248,-73.9474868774414,Brooklyn,A1,ALT 1 Enlargement,321752028,3053763,A1,2981,true,933,8/9/2019,4/29/2020 12:00,177,HERKIMER STREET,303,DEEP CONSTRUCTION INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000C0617C52C00000006002574440,19755928,0101000020110F0000324537406D665FC1E208071ED9F05241,40.679759979248,-73.9434661865234,Brooklyn,NB,New Building,320596501,3426389,NB,2982,false,133486,11/7/2019,11/6/2020 12:00,1430,FULTON STREET,303,KEY DEVELOPERS INC,RESIDENTIAL: APARTMENT HOUSES,11,132
0101000020E610000000000080737852C00000000003574440,175000,0101000020110F0000DAA8B108C05F5FC1509036D1D9F05241,40.6797790527344,-73.8820495605469,Brooklyn,A1,ALT 1 Enlargement,320899998,3088128,A1,2983,true,1814,5/7/2019,3/1/2020 12:00,194,SHEPHERD AVENUE,305,EAST COAST ENVIRONMENTAL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000080067A52C00000006003574440,2785508,0101000020110F00000373EC916C625FC1C67CB93CDAF05241,40.6797904968262,-73.9066467285156,Brooklyn,NB,New Building,320596663,3426301,NB,2984,false,18821,3/29/2019,3/28/2020 12:00,220,HULL STREET,316,RENDE CONTRACTING CORP,RESIDENTIAL: APARTMENT HOUSES,5,28
0101000020E6100000000000E06F7A52C0000000A003574440,676365,0101000020110F0000A7CA5F8F1F635FC1151B6684DAF05241,40.6797981262207,-73.9130783081055,Brooklyn,A1,ALT 1 Enlargement,321177720,3041658,A1,2985,true,1033,8/8/2019,4/16/2020 12:00,190,MACDOUGAL STREET,316,IMPACT BUILDERS CORP,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000080D37C52C00000004006574440,1002256,0101000020110F0000195977772E675FC1E2B9FA74DDF05241,40.6798782348633,-73.9504089355469,Brooklyn,NB,New Building,321713240,3323684,NB,2986,false,6772,10/29/2019,10/3/2020 12:00,85,HERKIMER ST,303,OMNI BUILD INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E610000000000080D37C52C00000004006574440,1002256,0101000020110F0000195977772E675FC1E2B9FA74DDF05241,40.6798782348633,-73.9504089355469,Brooklyn,NB,New Building,321713259,3323683,NB,2987,false,6772,10/25/2019,10/3/2020 12:00,87,HERKIMER STREET,303,OMNI BUILD INC,RESIDENTIAL: APARTMENT HOUSES,4,6
0101000020E6100000000000C0B97952C00000004006574440,11703396,0101000020110F0000E787D133EA615FC1E2B9FA74DDF05241,40.6798782348633,-73.9019622802734,Brooklyn,NB,New Building,321191063,3326554,NB,2988,false,79077,3/8/2019,3/7/2020 12:00,1654,BUSHWICK AVENUE,305,THE J CONSTRUCTION CO LLC,STORAGE: MODERATE HAZARD,3,
0101000020E6100000000000E0A47452C0000000A006574440,369242,0101000020110F0000F6F10A8948595FC1D3B07DE0DDF05241,40.6798896789551,-73.8225631713867,Queens,A1,ALT 1 Enlargement,421681255,4250380,A1,2989,true,1950,7/24/2019,12/10/2019 12:00,117-08,111TH AVENUE,410,NEW FAMILY HOMES & BUILDI,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
